,Country_Name,Indicator_Name,Region,Income_Group,Year,Value
2741,South Sudan,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2013,
2742,Spain,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2013,17.86326981
2743,Sri Lanka,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2013,4.339890003
2744,St. Kitts and Nevis,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2013,
2745,St. Lucia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2013,16.81936073
2746,St. Martin (French part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2013,
2747,St. Vincent and the Grenadines,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2013,17.50114059
2748,Swaziland,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2013,
2749,Sweden,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2013,22.60942078
2750,Switzerland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2013,25.16680908
2751,Syrian Arab Republic,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2013,
2752,Tanzania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2013,
2753,Thailand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2013,23.10292053
2754,Timor-Leste,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2013,18.67985916
2755,Togo,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2013,13.45969009
2756,Tonga,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2013,
2757,Trinidad and Tobago,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2013,
2758,Tunisia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2013,
2759,Turkey,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2013,13.33911991
2760,Uganda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2013,5.287730217
2761,Ukraine,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2013,32.34896088
2762,United Arab Emirates,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2013,
2763,United Kingdom,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2013,23.20672035
2764,United States,Government expenditure per primary student as % of GDP per capita (%),North America,High income: OECD,2013,19.78401947
2765,Uruguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2013,
2766,Vanuatu,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2013,
2767,"Venezuela, RB",Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2013,
2768,Vietnam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2013,20.91138077
2769,Zambia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2013,
2770,Zimbabwe,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2013,22.1094799
2771,Afghanistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2014,9.531700134
2772,Algeria,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2014,
2773,Andorra,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2014,13.17560959
2774,Argentina,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,14.37195015
2775,Armenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2014,
2776,Aruba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2014,16.46487999
2777,Australia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2014,18.39298058
2778,Austria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,23.36363983
2779,Bahrain,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2014,10.52042961
2780,Bangladesh,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2014,
2781,Barbados,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2014,
2782,Belgium,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,22.22382927
2783,Belize,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,0.0
2784,Benin,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,9.899709702
2785,Bermuda,Government expenditure per primary student as % of GDP per capita (%),North America,High income: nonOECD,2014,8.461540222
2786,Bhutan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2014,13.65237999
2787,Bolivia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2014,23.48155975
2788,Bosnia and Herzegovina,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2014,
2789,Botswana,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2014,
2790,Brazil,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,
2791,British Virgin Islands,Government expenditure per primary student as % of GDP per capita (%),,,2014,
2792,Brunei Darussalam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2014,
2793,Bulgaria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2014,
2794,Burkina Faso,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,20.40074921
2795,Burundi,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2796,Cabo Verde,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,
2797,Cambodia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Low income,2014,5.31843996
2798,Cameroon,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,
2799,Central African Republic,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2800,Chad,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2801,Channel Islands,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2014,
2802,Chile,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: OECD,2014,14.2849102
2803,China,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2014,
2804,Colombia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,17.46245956
2805,Comoros,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,17.53560066
2806,"Congo, Dem. Rep.",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2807,"Congo, Rep.",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,
2808,Costa Rica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,25.14772034
2809,Cote d'Ivoire,Government expenditure per primary student as % of GDP per capita (%),,,2014,12.78563023
2810,Cuba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,
2811,Cyprus,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2014,32.32513046
2812,Czech Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,
2813,Denmark,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,
2814,Djibouti,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2014,
2815,Dominica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,
2816,Dominican Republic,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,14.39103985
2817,Ecuador,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,10.34305954
2818,El Salvador,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2014,11.46751976
2819,Equatorial Guinea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,High income: nonOECD,2014,
2820,Eritrea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2821,Estonia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,19.71179962
2822,Ethiopia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2823,Fiji,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2014,
2824,Finland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,21.23516083
2825,France,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,
2826,"Gambia, The",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2827,Georgia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2014,
2828,Germany,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,17.89846992
2829,Ghana,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,7.870510101
2830,Guatemala,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2014,9.574540138
2831,Guinea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,8.86577034
2832,Guyana,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2014,
2833,"Hong Kong SAR, China",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2014,14.93642998
2834,Hungary,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2014,14.65962982
2835,Iceland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,
2836,India,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2014,
2837,Indonesia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,12.25117016
2838,"Iran, Islamic Rep.",Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2014,8.234840393
2839,Ireland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,
2840,Israel,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: OECD,2014,20.8232193
2841,Italy,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,21.21101952
2842,Jamaica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,21.85493088
2843,Japan,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2014,22.52680016
2844,Jordan,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2014,
2845,Kenya,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,10.20503044
2846,Kiribati,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,
2847,"Korea, Rep.",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2014,24.47373962
2848,Kuwait,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2014,14.65209961
2849,Lao PDR,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,10.36600971
2850,Latvia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2014,26.36704063
2851,Lesotho,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,
2852,Liechtenstein,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2014,
2853,Lithuania,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2014,
2854,Luxembourg,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,19.77301025
2855,"Macao SAR, China",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2014,
2856,Madagascar,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2857,Malawi,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,9.46393013
2858,Malaysia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2014,15.81392956
2859,Maldives,Government expenditure per primary student as % of GDP per capita (%),South Asia,Upper middle income,2014,16.7183094
2860,Mali,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,12.64080048
2861,Malta,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2014,
2862,Mauritania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,
2863,Mauritius,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2014,13.33654022
2864,Mexico,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,14.91205025
2865,Moldova,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2014,43.49877167
2866,Monaco,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2014,
2867,Mongolia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,
2868,Morocco,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2014,
2869,Mozambique,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2870,Namibia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2014,
2871,Nepal,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2014,13.50207043
2872,Netherlands,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,17.12916946
2873,New Caledonia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2014,
2874,New Zealand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2014,18.00927925
2875,Nicaragua,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2014,
2876,Niger,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,28.70511055
2877,Norway,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,
2878,Oman,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2014,
2879,Pakistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2014,8.078949928
2880,Panama,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,
2881,Paraguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2014,
2882,Peru,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,12.58222008
2883,Philippines,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,
2884,Poland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,26.84750938
2885,Portugal,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,23.57909012
2886,Romania,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2014,
2887,Rwanda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2888,Samoa,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,
2889,San Marino,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2014,
2890,Sao Tome and Principe,Government expenditure per primary student as % of GDP per capita (%),,,2014,11.31982994
2891,Saudi Arabia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2014,
2892,Senegal,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,20.04117966
2893,Serbia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2014,
2894,Seychelles,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2014,
2895,Sierra Leone,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2896,Singapore,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2014,
2897,Sint Maarten (Dutch part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2014,
2898,Slovak Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,19.42197037
2899,Slovenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,
2900,Solomon Islands,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,
2901,Somalia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2902,South Africa,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2014,17.61878014
2903,South Asia,Government expenditure per primary student as % of GDP per capita (%),0,0,2014,
2904,South Sudan,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,
2905,Spain,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,17.63367081
2906,Sri Lanka,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2014,6.274960041
2907,St. Kitts and Nevis,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2014,
2908,St. Lucia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,15.63745975
2909,St. Martin (French part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2014,
2910,St. Vincent and the Grenadines,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,18.32324028
2911,Swaziland,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,18.73472023
2912,Sweden,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,22.40769005
2913,Switzerland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,25.51424026
2914,Syrian Arab Republic,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2014,
2915,Tanzania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,10.14568996
2916,Thailand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2014,
2917,Timor-Leste,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,24.875
2918,Togo,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,14.47231007
2919,Tonga,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2014,
2920,Trinidad and Tobago,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2014,
2921,Tunisia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2014,
2922,Turkey,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2014,
2923,Uganda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,5.665740013
2924,Ukraine,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2014,27.03673935
2925,United Arab Emirates,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2014,
2926,United Kingdom,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2014,22.45293999
2927,United States,Government expenditure per primary student as % of GDP per capita (%),North America,High income: OECD,2014,19.92272949
2928,Uruguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2014,
2929,Vanuatu,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,
2930,"Venezuela, RB",Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2014,
2931,Vietnam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2014,
2932,Zambia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2014,
2933,Zimbabwe,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2014,
2934,Afghanistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2015,8.150529861
2935,Algeria,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2015,
2936,Andorra,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2015,13.96354008
2937,Argentina,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,
2938,Armenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2015,11.36633968
2939,Aruba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2015,
2940,Australia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2015,
2941,Austria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2942,Bahrain,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2015,11.20744991
2943,Bangladesh,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2015,
2944,Barbados,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2015,
2945,Belgium,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2946,Belize,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,
2947,Benin,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,9.419010162
2948,Bermuda,Government expenditure per primary student as % of GDP per capita (%),North America,High income: nonOECD,2015,8.25769043
2949,Bhutan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2015,31.68153
2950,Bolivia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2015,
2951,Bosnia and Herzegovina,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2015,
2952,Botswana,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2015,
2953,Brazil,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,
2954,British Virgin Islands,Government expenditure per primary student as % of GDP per capita (%),,,2015,9.55136013
2955,Brunei Darussalam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2015,
2956,Bulgaria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2015,
2957,Burkina Faso,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,15.56457996
2958,Burundi,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2959,Cabo Verde,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
2960,Cambodia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Low income,2015,
2961,Cameroon,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
2962,Central African Republic,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2963,Chad,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2964,Channel Islands,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2015,
2965,Chile,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: OECD,2015,15.3662796
2966,China,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2015,
2967,Colombia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,17.76125908
2968,Comoros,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2969,"Congo, Dem. Rep.",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2970,"Congo, Rep.",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
2971,Costa Rica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,26.80154991
2972,Cote d'Ivoire,Government expenditure per primary student as % of GDP per capita (%),,,2015,13.75448036
2973,Cuba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,
2974,Cyprus,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2015,
2975,Czech Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2976,Denmark,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2977,Djibouti,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2015,
2978,Dominica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,
2979,Dominican Republic,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,14.30519962
2980,Ecuador,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,8.883709908
2981,El Salvador,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2015,11.7964201
2982,Equatorial Guinea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,High income: nonOECD,2015,
2983,Eritrea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2984,Estonia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2985,Ethiopia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2986,Fiji,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2015,
2987,Finland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2988,France,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2989,"Gambia, The",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2990,Georgia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2015,
2991,Germany,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2992,Ghana,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
2993,Guatemala,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2015,10.11678982
2994,Guinea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
2995,Guyana,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2015,
2996,"Hong Kong SAR, China",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2015,14.88792038
2997,Hungary,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2015,
