Country_Name,Indicator_Name,Region,Income_Group,2010
Saudi Arabia,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,High income: nonOECD,36.59812
Saudi Arabia,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,High income: nonOECD,64.9589
Saudi Arabia,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,High income: nonOECD,91.9343
Saudi Arabia,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,High income: nonOECD,97.23091
Saudi Arabia,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,High income: nonOECD,99.13699
Saudi Arabia,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,High income: nonOECD,99.30072
Senegal,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Lower middle income,38.66625
Senegal,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Lower middle income,61.80952
Senegal,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Lower middle income,13.78386
Senegal,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Lower middle income,36.80774
Senegal,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Lower middle income,31.24497
Senegal,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Lower middle income,57.84135
Senegal,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Lower middle income,56.19144
Senegal,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Lower middle income,74.20335
Serbia,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Upper middle income,96.74911
Serbia,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Upper middle income,99.26464
Serbia,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Upper middle income,88.69712
Serbia,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Upper middle income,98.45579
Serbia,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Upper middle income,99.07843
Serbia,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Upper middle income,99.45911
Serbia,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Upper middle income,99.26991
Serbia,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Upper middle income,99.34544
Seychelles,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Upper middle income,94.44898
Seychelles,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Upper middle income,93.46392
Seychelles,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Upper middle income,73.94193
Seychelles,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Upper middle income,67.79141
Seychelles,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Upper middle income,96.69328
Seychelles,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Upper middle income,94.72741
Seychelles,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Upper middle income,99.38308
Seychelles,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Upper middle income,98.58672
Sierra Leone,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,24.85668
Sierra Leone,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,41.33217
Sierra Leone,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,0.4025
Sierra Leone,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,7.13478
Sierra Leone,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,14.75123
Sierra Leone,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,34.78517
Sierra Leone,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,50.85709
Sierra Leone,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,64.5305
Singapore,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: nonOECD,93.77481
Singapore,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: nonOECD,98.03714
Singapore,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: nonOECD,63.70677
Singapore,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: nonOECD,90.9911
Singapore,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: nonOECD,97.52262
Singapore,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: nonOECD,98.59787
Singapore,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: nonOECD,99.76667
Singapore,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: nonOECD,99.73789
Sint Maarten (Dutch part),"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,High income: nonOECD,
Sint Maarten (Dutch part),"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,High income: nonOECD,
Sint Maarten (Dutch part),"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,High income: nonOECD,
Sint Maarten (Dutch part),"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,High income: nonOECD,
Sint Maarten (Dutch part),"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,High income: nonOECD,
Sint Maarten (Dutch part),"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,High income: nonOECD,
Sint Maarten (Dutch part),"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,High income: nonOECD,
Sint Maarten (Dutch part),"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,High income: nonOECD,
Slovak Republic,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Slovak Republic,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Slovak Republic,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Slovak Republic,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Slovak Republic,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Slovak Republic,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Slovak Republic,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Slovak Republic,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
Slovenia,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Slovenia,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Slovenia,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Slovenia,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Slovenia,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Slovenia,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Slovenia,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Slovenia,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
Solomon Islands,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Lower middle income,
Solomon Islands,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Lower middle income,
Solomon Islands,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Lower middle income,
Solomon Islands,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Lower middle income,
Solomon Islands,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Lower middle income,
Solomon Islands,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Lower middle income,
Solomon Islands,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Lower middle income,
Solomon Islands,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Lower middle income,
Somalia,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,
Somalia,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,
Somalia,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,
Somalia,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,
Somalia,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,
Somalia,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,
Somalia,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,
Somalia,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,
South Africa,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Upper middle income,91.71399
South Africa,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Upper middle income,94.14385
South Africa,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Upper middle income,63.3291
South Africa,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Upper middle income,73.91859
South Africa,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Upper middle income,92.3439
South Africa,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Upper middle income,93.79687
South Africa,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Upper middle income,98.90137
South Africa,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Upper middle income,98.38872
South Sudan,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Lower middle income,19.18638
South Sudan,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Lower middle income,34.83693
South Sudan,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Lower middle income,5.95417
South Sudan,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Lower middle income,14.24048
South Sudan,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Lower middle income,13.82501
South Sudan,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Lower middle income,31.07523
South Sudan,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Lower middle income,29.57762
South Sudan,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Lower middle income,44.07936
Spain,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,97.0045
Spain,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,98.52571
Spain,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,90.253
Spain,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,95.63321
Spain,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,98.81446
Spain,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,99.07357
Spain,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,99.68636
Spain,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,99.50677
Sri Lanka,"Adult literacy rate, population 15+ years, female (%)",South Asia,Lower middle income,89.95868
Sri Lanka,"Adult literacy rate, population 15+ years, male (%)",South Asia,Lower middle income,92.57847
Sri Lanka,"Elderly literacy rate, population 65+ years, female (%)",South Asia,Lower middle income,69.79488
Sri Lanka,"Elderly literacy rate, population 65+ years, male (%)",South Asia,Lower middle income,85.19763
Sri Lanka,"Literacy rate, population 25-64 years, female (%)",South Asia,Lower middle income,90.76137
Sri Lanka,"Literacy rate, population 25-64 years, male (%)",South Asia,Lower middle income,92.13229
Sri Lanka,"Youth literacy rate, population 15-24 years, female (%)",South Asia,Lower middle income,98.58897
Sri Lanka,"Youth literacy rate, population 15-24 years, male (%)",South Asia,Lower middle income,97.68654
St. Kitts and Nevis,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,High income: nonOECD,
St. Kitts and Nevis,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,High income: nonOECD,
St. Kitts and Nevis,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,High income: nonOECD,
St. Kitts and Nevis,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,High income: nonOECD,
St. Kitts and Nevis,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,High income: nonOECD,
St. Kitts and Nevis,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,High income: nonOECD,
St. Kitts and Nevis,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,High income: nonOECD,
St. Kitts and Nevis,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,High income: nonOECD,
St. Lucia,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,
St. Lucia,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,
St. Lucia,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,
St. Lucia,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,
St. Lucia,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,
St. Lucia,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,
St. Lucia,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,
St. Lucia,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,
St. Martin (French part),"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,High income: nonOECD,
St. Martin (French part),"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,High income: nonOECD,
St. Martin (French part),"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,High income: nonOECD,
St. Martin (French part),"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,High income: nonOECD,
St. Martin (French part),"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,High income: nonOECD,
St. Martin (French part),"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,High income: nonOECD,
St. Martin (French part),"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,High income: nonOECD,
St. Martin (French part),"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,High income: nonOECD,
St. Vincent and the Grenadines,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,
St. Vincent and the Grenadines,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,
St. Vincent and the Grenadines,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,
St. Vincent and the Grenadines,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,
St. Vincent and the Grenadines,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,
St. Vincent and the Grenadines,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,
St. Vincent and the Grenadines,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,
St. Vincent and the Grenadines,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,
Sudan,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Lower middle income,46.69963
Sudan,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Lower middle income,59.79825
Sudan,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Lower middle income,10.75816
Sudan,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Lower middle income,33.68963
Sudan,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Lower middle income,40.91156
Sudan,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Lower middle income,57.90648
Sudan,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Lower middle income,62.71716
Sudan,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Lower middle income,68.66786
Suriname,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,94.00354
Suriname,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,95.36479
Suriname,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,74.35729
Suriname,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,79.47974
Suriname,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,95.02526
Suriname,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,96.37979
Suriname,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,98.80215
Suriname,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,97.97273
Swaziland,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Lower middle income,82.44755
Swaziland,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Lower middle income,83.90015
Swaziland,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Lower middle income,40.07399
Swaziland,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Lower middle income,52.86786
Swaziland,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Lower middle income,81.72236
Swaziland,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Lower middle income,81.99676
Swaziland,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Lower middle income,94.74849
Swaziland,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Lower middle income,92.18742
Sweden,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Sweden,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Sweden,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Sweden,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Sweden,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Sweden,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Sweden,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Sweden,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
Switzerland,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Switzerland,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Switzerland,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Switzerland,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Switzerland,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Switzerland,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Switzerland,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Switzerland,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
Syrian Arab Republic,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Lower middle income,73.62656
Syrian Arab Republic,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Lower middle income,87.75814
Syrian Arab Republic,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Lower middle income,23.01449
Syrian Arab Republic,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Lower middle income,52.95215
Syrian Arab Republic,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Lower middle income,67.65711
Syrian Arab Republic,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Lower middle income,86.87296
Syrian Arab Republic,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Lower middle income,90.21858
Syrian Arab Republic,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Lower middle income,94.60731
Tajikistan,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Low income,99.22123
Tajikistan,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Low income,99.68399
Tajikistan,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Low income,93.00336
Tajikistan,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Low income,97.57014
Tajikistan,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Low income,99.57166
Tajikistan,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Low income,99.78753
Tajikistan,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Low income,99.84972
Tajikistan,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Low income,99.84443
Tanzania,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,60.75262
Tanzania,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,75.4678
Tanzania,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,32.23338
Tanzania,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,73.13422
Tanzania,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,58.0346
Tanzania,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,75.23351
Tanzania,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,72.771
Tanzania,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,76.49114
Thailand,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Upper middle income,96.42705
Thailand,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Upper middle income,96.43502
Thailand,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Upper middle income,92.01087
Thailand,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Upper middle income,94.40132
Thailand,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Upper middle income,97.12142
Thailand,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Upper middle income,96.6597
Thailand,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Upper middle income,96.55204
Thailand,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Upper middle income,96.64255
Timor-Leste,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Lower middle income,52.959
Timor-Leste,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Lower middle income,63.59179
Timor-Leste,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Lower middle income,7.70593
Timor-Leste,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Lower middle income,14.70806
Timor-Leste,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Lower middle income,44.3584
Timor-Leste,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Lower middle income,60.5671
Timor-Leste,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Lower middle income,78.56844
Timor-Leste,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Lower middle income,80.48976
Togo,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,47.97739
Togo,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,74.05682
Togo,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,9.17093
Togo,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,29.48796
Togo,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,39.75879
Togo,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,71.04376
Togo,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,72.70812
Togo,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,86.91668
Tonga,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Upper middle income,99.43422
Tonga,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Upper middle income,99.3351
Tonga,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Upper middle income,98.8404
Tonga,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Upper middle income,98.88729
Tonga,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Upper middle income,99.4951
Tonga,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Upper middle income,99.38413
Tonga,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Upper middle income,99.51043
Tonga,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Upper middle income,99.36657
Trinidad and Tobago,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,High income: nonOECD,
Trinidad and Tobago,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,High income: nonOECD,
Trinidad and Tobago,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,High income: nonOECD,
Trinidad and Tobago,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,High income: nonOECD,
Trinidad and Tobago,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,High income: nonOECD,
Trinidad and Tobago,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,High income: nonOECD,
Trinidad and Tobago,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,High income: nonOECD,
Trinidad and Tobago,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,High income: nonOECD,
Tunisia,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Upper middle income,71.08821
Tunisia,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Upper middle income,87.37573
Tunisia,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Upper middle income,9.21937
Tunisia,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Upper middle income,37.64025
Tunisia,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Upper middle income,70.52158
Tunisia,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Upper middle income,90.15223
Tunisia,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Upper middle income,96.09356
Tunisia,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Upper middle income,98.21085
Turkey,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Upper middle income,88.07317
Turkey,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Upper middle income,97.29981
Turkey,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Upper middle income,50.40667
Turkey,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Upper middle income,83.42601
Turkey,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Upper middle income,90.95286
Turkey,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Upper middle income,98.36252
Turkey,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Upper middle income,97.19733
Turkey,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Upper middle income,99.21416
Turkmenistan,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Upper middle income,
Turkmenistan,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Upper middle income,
Turkmenistan,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Upper middle income,
Turkmenistan,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Upper middle income,
Turkmenistan,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Upper middle income,
Turkmenistan,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Upper middle income,
Turkmenistan,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Upper middle income,
